label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
1	562 m^2	0.914	soccer	Michael	0.6816 N	ferret	1659	-147	0.5878	343	-1415	0.1803	1.2843	1007	0.396
1	903 m^2	0.2318	track & field	Inan	N/A	hamster	423	793	-1.126	-239	-171	-0.0363	0.531	1387	-0.2238
3	1315 m^2	1.1807	motor sports	Fabrice	0.2149 N	hamster	501	19	1.9033	1634	329	2.0005	1.2723	256	-0.0071
1	1865 m^2	0.3948	soccer	MICHAEL	0.5258 N	rabbit	311	-1292	-1.9785	1629	379	-0.4223	1.1519	1491	0.4515
2	232 m^2	-0.9579	volleyball	Sam	0.6175 N	dog	613	356	-0.2539	1280	584	1.6437	-0.3682	291	2.3309
2	1992 m^2	-0.3002	boxing	TONY, LISE	0.8716 N	reptile	415	55	0.3208	2406	-893	0.3151	-0.5669	-512	-0.1771
3	204 m^2	0.5918	motor sports	Andrew, Fabrice, Reilly	-1.7962 N	hamster	2716	-30	-0.3869	868	-265	2.5168	0.3567	1623	0.0617
3	-491 m^2	-0.8045	motor sports	Andrew, Fabrice	0.1322 N	hamster	571	480	0.6898	610	-469	1.1378	1.4121	1047	-0.7748
1	967 m^2	1.7799	track & field	Inan	0.6692 N	chicken	158	-206	1.0932	-816	-44	1.2187	2.4781	298	-0.2822
0	1559 m^2	1.4453	football	Eriq	0.3885 N	pig	1883	576	0.5925	692	-986	-0.182	1.7079	1413	0.8316
0	-1070 m^2	-0.567	basketball	Eriq	0.5283 N	pig	1615	207	0.3695	847	1019	-1.1548	-0.1505	321	1.0681
2	1063 m^2	0.0673	badminton	tONY, lISE, cHRIS	0.2688 N	guinea pig	-754	-1212	0.4211	1033	318	1.544	-0.2702	-158	0.253
3	1161 m^2	0.3838	tennis	Reilly, Fabrice, Sam	0.2629 N		1130	-447	0.1251	938	561	0.7601	0.6945	75	-0.2998
2	2070 m^2	0.3459	baseball	Vani	1.4825 N	dog	1009	-814	2.9606	1379	-462	-0.0862	0.2414	-248	0.1787
1	-582 m^2	0.2851	track & field	Inan	-1.3831 N	rabbit	2183	-486	-0.6352	-23	845	1.0148	0.7695	1511	0.8296
0	1652 m^2	0.4508	running	Eriq	0.7314 N	ferret	1942	1212	1.1534	948	838	0.2089	0.9708	-704	-0.0835
3	674 m^2	-0.3296	golf	Eriq	1.531 N	bird	-241	1248	1.2876	2336	-813	1.9348	-0.7815	379	0.6552
2	653 m^2	-0.1145	boxing	Vani	0.1101 N	guinea pig	-530	894	1.8142	1966	-822	0.9657	2.371	2321	0.5245
0	972 m^2	-0.3476	football	Eriq	1.3333 N	pig	979	288	-0.824	918	-87	0.7845	0.8448	3240	-0.4697
2	1543 m^2	-0.6213	badminton	Chris, Tony, Lise	0.5411 N	rat	436	-924	1.0575	2031	355	-0.5951	-0.6883	1459	0.1174
0	-1935 m^2	0.4579	basketball	n/a	0.923 N	pig	2107	-573	0.1091	864	768	0.9076	-1.5516	-685	0.0641
1	-334 m^2	?	soccer	Inan	0.8387 N	ferret	-1155	1034	0.7775	-123	-756	0.8507	1.2037	-50	0.8159
1	-235 m^2	0.329	soccer	Michael	-1.0196 N	rabbit	-483	1419	0.5763	54	361	1.1383	0.2761	1254	0.7637
0	-298 m^2	1.1626	football	Eriq	-1.3924 N	pig	4	-157	0.3713	2652	304	1.8115	0.3755	827	0.8893
0	147 m^2	0.4898	running	Eriq	0.2802 N	pig	199	1512	-1.6512	841	827	1.1446	1.9635	408	-0.3272
2	331 m^2	-0.3953	boxing	Eriq	-0.0674 N	fish	-136	313	0.0337	1717	631	1.6641	0.7483	161	0.9509
3	715 m^2	1.7434	tennis	Andrew, Reilly, Sam	-0.1263 N	bird	193	1136	0.8371	3362	620	1.4842	-0.9114	1438	0.2121
2	855 m^2	0.8048	badminton	Tony, Chris, Lise	0.3072 N	reptile	334	866	1.117	1881	-40	1.0954	-0.2321	-346	1.1584
2	1363 m^2	0.6779	boxing	Fabrice, Andrew	1.5425 N	rat	1492	19	1.2117	-795	227	1.1088	0.8806	-57	-0.9277
3	-156 m^2	-0.3695	tennis	Sam, Fabrice, Reilly	2.1729 N	cat	1826	1415	2.6219	1952	262	2.4834	0.3105	-268	0.2309
2	592 m^2	0.3649	None	Lise, Chris, Tony	2.1926 N	reptile	111	209	0.2385	1065	496	1.6788	-0.6732	-480	0.3082
3	359 m^2	-0.4823	tennis	Fabrice	-0.5543 N	hamster	876	1121	-0.3398	-479	-1454	-0.0925	1.2571	57	-0.6443
1	240 m^2	-0.1133	soccer	Inan	1.1953 N	rabbit	559	-133	-0.4073	604	963	0.6672	0.283	-497	-0.3358
1	-571 m^2	1.828	track & field	Michael	-0.8012 N	rabbit	727	406	0.7362	-68	646	0.1748	0.7752	979	0.0113
3	992 m^2	-0.4973	tennis	Reilly, Sam	-0.0958 N	hamster	-1001	-153	0.6007	-522	-124	0.1732	0.8335	-331	0.4657
2	1591 m^2	2.2954	badminton	Lise, Tony, Vani	0.218 N	guinea pig	-234	536	-1.3956	1000	-1520	1.1559	-0.7772	-261	-0.4729
2	719 m^2	n/a	boxing	Chris, Lise, Tony	-1.5828 N	guinea pig	1178	639	-1.322	750	46	1.5594	1.3804	1165	0.6433
1	931 m^2	0.5024	track & field	Michael	-1.0838 N	ferret	780	44	-0.3178	212	116	0.4404	0.7033	643	0.328
3	537 m^2	?	motor sports	Fabrice, Andrew, Sam	-0.8937 N	hamster	-250	309	1.922	1922	-517	0.6815	1.4917	981	-0.4595
1	404 m^2	0.6538	soccer	Michael	0.4146 N	ferret	-315	-1108	0.1156	-584	-1001	0.0534	0.3948	506	0.3313
2	2571 m^2	-0.3079	BOXING	Tony, Lise	0.9322 N	guinea pig	-309	-64	0.6202	-231	-23	0.7995	-0.6374	686	-0.4753
1	1234 m^2	0.7331	soccer	NULL	-1.8478 N	ferret	1432	248	0.3822	281	-718	-0.7246	0.932	714	-0.8964
0	382 m^2	-0.2261	running	Eriq	-0.749 N	pig	1160	654	0.1091	-452	-493	0.6275	1.9394	141	1.5476
2	2652 m^2	1.4647	boxing	Lise, Chris	1.0423 N	dog	272	471	0.1999	785	64	-0.2739	-0.6298	976	0.9455
0	337 m^2	-0.0059	BASKETBALL	Eriq	0.6836 N	pig	1994	1885	-0.0824	1489	-629	0.8153	-0.6454	-41	1.3256
1	-1216 m^2	-0.2212	track & field	Michael	-0.2022 N	fish	1201	77	0.8306	-1054	None	-0.5541	0.9701	-1141	0.6472
1	-253 m^2	0.3084	soccer	Inan	1.7603 N	fish	-179	-720	-1.9682	-489	646	-0.7945	0.1438	120	0.455
0	1118 m^2	0.1168	football	Eriq	0.3381 N	pig	2108	712	0.161	-812	1146	1.022	-1.2736	507	-0.6551
0	-549 m^2	0.8995	running	Eriq	1.2643 N	pig	1405	1256		-360	493	0.4881	0.2715	1408	0.8398
2	451 m^2	-0.0702	volleyball	Vani, Tony, Lise	0.2556 N	reptile	1495	515	0.9002	2411	946	0.5902	0.9978	1496	0.044
1	362 m^2	0.3529	soccer	Michael	0.7856 N	rabbit	1766	30	1.3233	-858	-1104	1.6469	1.5011	1014	-0.1876
3	-534 m^2	0.9801	motor sports	Sam, Reilly	1.4001 N	hamster	2422	924	0.4726	483	1612	-0.3501	-0.7024	2256	-0.2386
2	3073 m^2	0.9038	volleyball	None	0.5025 N	fish	-1384	305	-0.8736	857	1815	1.4382	-0.8032	-1	0.7845
0	-607 m^2	1.1543	baseball	Eriq	-0.0184 N	pig	1317	449	1.2982	1022	958	1.6299	-0.2015	107	-0.3445
1	107 m^2	1.2246	soccer	Michael	1.6884 N	ferret	-557	-1163	0.2231	-391	279	1.6516	1.742	2862	-1.065
1	-845 m^2	0.8161	track & field	Michael	0.4529 N	rabbit	380	963	0.0868	1248	358	1.1611	0.1669	1450	-0.4299
0	-663 m^2	1.766	baseball	Eriq	0.273 N	pig	812	852	-0.4749	668	-661	2.0518	0.8194	190	1.1841
0	682 m^2	0.8456	running	Eriq	1.0732 N	pig	677	2661	0.5931	1077	-315	0.2628	0.8755	287	0.6745
1	600 m^2	1.035	track & field	Michael	1.4252 N	chicken	1826	490	-0.7961	1463	-9	0.6043	-0.584	614	0.1587
0	304 m^2	0.225	running	Eriq	-0.2237 N	pig	2219	164	0.125	765	672	-0.3707	-0.2801	439	-0.2929
0	-332 m^2	0.493	basketball	Eriq	0.9669 N	pig	507	NULL	1.0108	115	976	1.3492	0.0724	886	-0.6695
3	759 m^2	1.2069	tennis	Sam, Andrew, Reilly	0.7326 N	bird	1499	1453	0.8657	1753	-1044	0.7391	0.8651	1469	-0.0445
1	108 m^2	0.713	soccer	Inan	-0.7553 N	fish	-1905	1094	0.658	-65	302	-0.419	0.5142	-62	-0.1644
0	522 m^2	0.2312	basketball	Eriq	NULL	pig	-477	1547	1.8649	1261	50	-0.2021	0.1859	776	-0.9239
1	-254 m^2	0.7869	track & field	Inan	1.3746 N	rabbit	558	-1072	1.4263	603	995	1.2435	1.6083	-953	-1.2335
2	830 m^2	0.3407	boxing	Lise	1.8967 N	reptile	-185	731	1.4304	1501	-722	1.7199	1.2883	-462	-1.4304
2	1658 m^2	0.4857	badminton	Chris, Tony	0.2829 N	reptile	-118	314	-0.9965	2595	-217	0.6024	0.2639	283	-0.6517
0	1141 m^2	0.4324	baseball	Eriq	-0.2298 N	pig	-906	328	0.9619	1803	2011	0.2473	0.4592	1857	0.2886
1	157 m^2	1.0796	soccer	Michael	-0.879 N	fish	1602	697	0.0493	-327	-42	0.7357	-0.8287	-607	0.174
1	-716 m^2	-0.4445	track & field	Inan	0.7308 N	chicken	268	3	0.6407	-129	1068	-1.2274	2.0464	507	0.0994
3	764 m^2	0.5382	motor sports	Reilly	0.59 N	cat	2166	7	1.6856	-275	-1579	1.1373	-0.8617	1315	-0.2016
1	-941 m^2	-0.6514	track & field	Michael	-0.0135 N	fish	-88	-471	1.3347	-604	530	0.6585	0.3812	898	0.6153
3	518 m^2	-0.0111	tennis	Reilly, Andrew, Fabrice	0.2919 N	cat	1611	1790	-0.4531	618	-1368	0.0391	0.3176	570	1.7556
2	-605 m^2	0.0635	boxing	Tony, Chris	1.7123 N	reptile	-705	-551	0.3977	1522	230	1.5841	0.4088	943	0.555
1	-371 m^2	-0.2164	track & field	Michael	0.0828 N	rabbit	296	n/a	0.4998	816	-612	1.0201	1.5081	-879	0.8541
0	1473 m^2	0.9517	football	Eriq	0.403 N	pig	-1364	2550	0.2915	-297	1235	0.35	?	545	1.4292
2	528 m^2	1.5371	volleyball	Chris	-0.5704 N	reptile	314	800	2.1857	1177	656	0.6244	1.9143	913	0.345
0	-604 m^2	0.6483	running	Eriq	1.0543 N	pig	-322	1249	1.1954	-357	69	0.9151	-1.1114	700	1.2375
2	2071 m^2	-0.0961	badminton	Lise, Tony	0.4924 N	rat	1131	-631	0.7883	1856	421	0.4991	0.2022	154	0.1223
1	1357 m^2	0.7451	track & field	Michael	0.2368 N	chicken	-333	785	-0.0624	1186	1273	0.947	-0.736	269	-0.0032
1	1363 m^2	1.0664	track & field	Inan	-0.6247 N	fish	320	541	1.208	595	635	-0.7992	1.2516	2054	0.1537
0	469 m^2	0.5418	baseball	Eriq	0.9043 N	pig	2063	-97	n/a	-107	1117	0.2003	0.2454	400	1.3306
1	-508 m^2	0.9341	track & field	Inan	0.0837 N	fish	-574	-643	0.2039	-81	1273	-0.7561	1.8193	-396	-1.1764
3	956 m^2	-0.4223	golf	Sam, Andrew, Reilly	-0.2743 N	cat	1741	1636	-0.2657	774	-599	0.9219	0.2278	2121	0.1903
1	-1277 m^2	1.5662	?	Michael	-0.259 N	pig	-250	-1108	-0.1816	824	980	-0.0053	1.0288	-1081	0.0827
1	-649 m^2	1.3655	track & field	Inan	0.2836 N	fish	-431	641	1.1625	89	857	0.9602	2.2483	1137	0.0852
0	-143 m^2	0.7509	baseball	Eriq	0.6013 N	pig	1322	1794	0.4501	102		1.4261	1.6732	2119	1.1426
2	1838 m^2	-0.595	volleyball	Tony, Chris, Lise	-0.1786 N	rat	949	-219	-0.218	1837	-764	-0.8563	-0.5979	1122	0.4209
2	286 m^2	0.3241	badminton	Chris, Vani	2.0658 N	reptile	-989	395	-1.312	573	-780	1.0257	0.8874	1681	1.1333
3	-538 m^2	-0.4385	tennis	fABRICE, aNDREW	0.8948 N	hamster	709	1119	1.3814	1397	-628	-0.4209	1.2535	-202	0.8766
3	781 m^2	-0.2063	golf	Sam, Fabrice, Andrew	-0.5024 N	hamster	1748	1062	-0.4986	889	757	0.2466	1.2615	669	-0.1234
1	227 m^2	0.9192	track & field	Michael	-0.6042 N	chicken	241	616	0.2131	869	513	0.6586	1.4859	1	0.4666
0	853 m^2	-0.3511	baseball	Eriq	0.5334 N	pig	-995	1257	-0.3467	-544	-79	0.679	-0.3128	1170	0.0347
0	258 m^2	1.2975	basketball	Eriq	0.7039 N	pig	1170	600	1.1922	1139	-995	0.687	1.7922	884	1.586
1	936 m^2	-0.395	track & field	Inan	1.0708 N	chicken	1114	606	-0.5426	957	772	0.4284	0.4019	-52	0.8209
3	377 m^2	0.0972	tennis	Fabrice, Sam, Andrew	-1.3235 N	cat	662	1603	0.7107	1278	-123	0.7972	1.4331	1322	-0.2288
0	-888 m^2	1.2438	football	Eriq	1.3718 N	pig	445	680	-0.0161	-930	446	1.5306	0.3421	1009	0.782
3	1632 m^2	-0.1892	golf	Reilly, Sam, Andrew	0.7424 N	cat	3298	2172	-0.2723	863	-147	-1.205	0.7562	389	0.4463
2	2066 m^2	1.2756	badminton	Vani, Chris	0.6714 N	dog	145	580	-0.7593	2007	-946	0.6969	-0.7124	1510	0.1855
0	126 m^2	0.4511	football	Eriq	-0.1989 N	pig	1722	659	1.9629	698	-245	1.8556	0.8537	192	0.8071
0	8 m^2	1.6095	baseball	Eriq	-1.2297 N	pig	653	1872	0.9908	75	948	1.1144	0.4657	-95	-0.6562
2	1415 m^2	-0.4876	ice hockey	Lise	-1.0872 N	guinea pig	149	680	0.1445	1178	656	1.0442	-0.8695	338	-0.4527
3	1658 m^2	-1.1224	motor sports	Reilly, Sam, Andrew	1.0131 N	hamster	476	1346	-0.9767	712	-876	-0.7335	0.8673	1310	-1.2423
2	125 m^2	0.6873	Badminton	Tony, Chris, Lise	-0.3101 N	pig	1166	307	1.5374	1090	1187	0.4792	0.0901	750	-0.9881
3	664 m^2	-0.9352	Tennis	Fabrice, Sam, Andrew	-0.9829 N	bird	-372	2341	0.6968	2827	-417	1.381	0.7556	842	-0.7793
3	1169 m^2	-0.24	motor sports	Sam, Fabrice	0.3352 N	cat	1057	39	0.3147	1068	-184	0.6937	1.0306	704	0.0347
3	347 m^2	-0.4765	motor sports	Fabrice, Reilly	-0.0699 N	cat	2362	80	0.3336	1238	-1299	-0.3736	-0.8726	1241	1.0654
2	1671 m^2	0.4743	ice hockey	Lise	-0.6844 N	rat	-1994	-1592	0.2025	1432	127	1.3037	-0.5269	-271	0.4198
2	1239 m^2	0.0236	ice hockey	Tony, Vani, Chris	0.8977 N	rat	1846	241	1.3268	-230	82	0.6361	-0.5895	438	-1.4546
3	1169 m^2	1.1896	?	Sam, Reilly, Andrew	0.2304 N	bird	2746	-769	2.1862	1452	-240	0.3519	0.3342	-345	0.485
1	-179 m^2	0.8224	soccer	Michael	0.9978 N	rabbit	557	1673	-0.392	-171	645	-0.8951	1.332	232	-0.8247
2	817 m^2	0.7127	volleyball	Vani, Tony, Lise	0.6849 N	guinea pig	-380	-160	0.7575	725	-1229	0.9973	0.2088	571	-1.1646
3	2185 m^2	0.1074	golf	Reilly	1.5575 N	cat	660	873	1.0216	737	1435	2.0452	0.6591	NULL	0.5407
2	193 m^2	0.4093	ice hockey	NULL	0.663 N	dog	-466	420	2.1315	846	-136	1.0817	0.1641	-623	1.1594
2	1086 m^2	0.3327	volleyball	Tony, Chris	0.6548 N	hamster	-1021	-115	0.3421	1198	-1175	1.4921	1.682	-634	0.6448
3	1614 m^2	0.393	motor sports	Reilly	0.0097 N	bird	1111	1529	-0.3693	461	1080	2.126	1.0463	120	0.4774
1	219 m^2	1.5684	track & field	Michael	0.939 N	chicken	1337	589	0.5046	-103	-295	0.9224	1.7255	884	-0.5988
3	-25 m^2	-0.2609	motor sports	Sam, Fabrice	-0.7083 N	CAT	42	1154	1.3103	555	499	1.1237	0.8998	1055	0.8712
2	735 m^2	0.7945	volleyball	Tony	1.3019 N	rat	-11	752	0.8072	1057	160	1.3121	-0.4409	895	-0.3832
0	-439 m^2	-0.5088	football	Eriq	-0.5112 N	pig	966	1268	0.9513	67	2326	0.8292	-0.3497	2306	-0.7048
1	-1611 m^2	0.7639	TRACK & FIELD	Michael	-1.6964 N	ferret	341	-1693	0.3926	-51	-81	0.0381	-0.2142	-1063	-0.2466
0	130 m^2	1.1483	baseball	Tony	None	pig	2862	2281	1.4712	11	1534	1.7957	-0.4121	888	0.9702
1	-822 m^2	0.2598	track & field	Michael	1.846 N	fish	-8	-506	0.6622	221	24	1.5078	-0.27	969	0.662
3	761 m^2	1.0259	baseball	Reilly, Andrew	-0.7573 N	HAMSTER	795	1192	-0.0073	393	475	0.6426	-0.5139	-193	-0.9036
3	1089 m^2	-0.4764	golf	Fabrice, Andrew, Reilly	1.9569 N	bird	502	1812	0.4325	480	-559	0.3415	0.9593	2106	0.126
2	1549 m^2	0.5477	ice hockey	Tony, Chris, Lise	0.7722 N	rat	145	-400	-0.3452	1305	-212	0.7062	-0.5141	735	-1.0322
0	-643 m^2	1.8123	baseball	Eriq	-1.3914 N	pig	95	943	0.1208	-1600	1501	0.0331	-0.3523	1732	0.329
0	-720 m^2	0.083	football	Eriq	0.1582 N	pig	2169	1247	1.7591	255	851	1.4642	1.4111	-802	2.0975
2	94 m^2	-0.0474	volleyball	Chris, Lise	-0.575 N	rat	327	-15	0.6504	1887	-51	1.4664	0.6016	1232	0.0269
1	201 m^2	0.0674	soccer	Chris	-0.7155 N	fish	557	784	0.618	1250	1012	1.0001	2.6323	827	0.5171
1	259 m^2	1.0876	track & field	Inan	-0.1171 N	fish	995	568	-1.2016	-567	217	-0.5607	1.2634	-653	0.0421
0	1225 m^2	1.1887	basketball	Reilly, Sam, Fabrice	-0.1057 N	pig	1935	409	0.7084	107	1728	0.54	-0.0883	-546	1.3633
2	2157 m^2	0.706	ice hockey	Lise, Chris, Tony	0.2406 N	reptile	740	195	1.9043	1832	639	1.4954	0.297	124	-0.6354
2	659 m^2	0.2456	badminton	Inan	2.1085 N	dog	1470	124	1.1244	2382	-309	0.3882	0.3555	686	0.0742
0	308 m^2	0.337	running	Eriq	1.0365 N	pig	931	1705	0.3694	-1411	-22	1.4899	0.478	1238	-0.412
2	734 m^2	-0.3826	ICE HOCKEY	Lise, Chris, Vani	0.5038 N	RAT	1057	-941	0.7558	-359	282	0.9483	-0.156	1266	-0.8078
2	1104 m^2	0.5998	boxing	Tony, Chris	0.6698 N	dog	403	372	0.2472	1093	285	1.0537	-0.6805	441	0.5702
2	1016 m^2	0.9383	badminton	Andrew	-2.3888 N	rat	-145	-589	1.1997	-612	-946	1.5859	-0.0039	-82	-0.4933
0	219 m^2	0.7531	baseball	Eriq	1.3071 N	pig	934	1878	-0.0703	-548	2190	-0.1824	-0.5701	951	0.2507
0	448 m^2	0.6255	basketball	Eriq	0.3963 N	pig	406	1865	-0.0746	1407	1104	0.5584	-0.7082	561	0.6803
1	700 m^2	0.577	track & field	Michael	-0.381 N	chicken	-111	-1454	0.0899	675	-579	0.6835	0.4741	709	-0.3117
0	469 m^2	1.3198	basketball	Inan	-0.5792 N	pig	2280	650	-0.0296	-14	1374	1.6551	-1.4243	565	1.6456
0	-367 m^2	0.6113	baseball	Eriq	-0.7343 N	pig	2371	2478	0.6822	1714	2648	0.7084	0.2784	792	0.3176
1	-70 m^2	0.0742	track & field	Inan	0.9839 N	rabbit	327	-290	0.3916	1324	398	0.5493	1.4115	164	-0.5076
3	742 m^2	0.7869	golf	Reilly	-0.0744 N	cat	1134	507	0.6236	434	481	0.4379	0.631	-38	0.0413
1	18 m^2	0.3716	track & field	Michael	1.2304 N	rabbit	1502	-1296	0.8891	1635	623	3.5066	-0.1268	-26	0.3373
2	1787 m^2	-0.0685	badminton	tony	-0.4873 N	guinea pig	615	569	1.0971	1312	-725	0.7277	1.7145	1515	0.1108
0	-38 m^2	0.7025	basketball	Eriq	-0.506 N	pig	-741	805	-0.405	1153	1408	1.1301	0.5643	1572	?
1	-1266 m^2	0.9685	soccer	Inan	2.2649 N	rabbit	-209	964	0.9194	1707	71	0.2217	0.6688	-56	0.2388
1	624 m^2	0.8962	soccer	Michael	0.5199 N	rabbit	-1081	1648	-0.0987	-602	-817	1.4318	0.2373	-204	0.3393
0	105 m^2	-0.2136	baseball	Eriq	0.6042 N	pig	722	2255	0.7011	311	-392	1.5886	-0.7989	None	1.0618
0	-18 m^2	-0.7079	baseball	Eriq	0.2189 N	pig	2	1015	1.5972	531	925	2.3547	-0.8332	512	-0.3837
1	646 m^2	1.8801	soccer	Michael	0.8546 N	rabbit	-122	64	0.333	651	-1153	0.7193	1.5686	-263	-0.1023
1	147 m^2	0.3153	track & field	Michael	0.7009 N	ferret	865	-968	-0.5869	-1151	449	0.8063	1.3695	1164	0.6389
1	-554 m^2	1.7285	soccer	Inan	-0.4715 N	rabbit	564	298	-0.1499	296	-717	1.2688	0.7898	490	0.7124
2	880 m^2	0.4792	ice hockey	Chris, Tony	-0.5515 N	DOG	1780	-5	-0.497	-176	242	2.98	-0.8829	-478	n/a
2	1087 m^2	1.6114	badminton	Tony, Chris, Lise	0.3722 N	reptile	868	657	-0.0496	217	None	0.5386	0.6343	590	0.7398
3	967 m^2	1.2171	tennis	Chris, Lise	-0.691 N	hamster	1340	930	None	995	-301	1.1831	-0.0453	1677	0.8434
1	-550 m^2	0.3642	track & field	Inan	0.7444 N	rabbit	1647	302	1.981	1810	1123	-0.0272	1.4463	-503	0.0671
1	392 m^2	0.1164	track & field	Inan	-1.9874 N	ferret	881	758	1.4387	442	-2895	0.3883	1.9175	351	0.4807
3	1662 m^2	0.337	motor sports	Reilly, Fabrice, Andrew	0.8226 N	hamster	1508	1737	0.153	NULL	1933	0.9537	0.3799	1512	-0.0103
1	1104 m^2	-0.3678	track & field	Eriq	-0.5072 N	fish	298	255	0.5263	-179	575	1.6417	-0.5079	591	-0.4848
3	770 m^2	0.2105	tennis	Sam	0.7722 N	hamster	739	641	0.0636	-62	835	0.6852	-0.7897	609	0.1877
2	1576 m^2	-0.0558	boxing	Tony	1.734 N	reptile	-741	-454	0.9534	1268	-1021	0.0346	0.6823	877	-0.8243
3	389 m^2	0.1068	track & field	Tony	-1.0653 N	cat	1601	693	1.2322	582	-1894	1.199	0.9211	800	-0.4969
0	-374 m^2	0.911	running	Eriq	1.3617 N	pig	2237	-102	2.3693	778	821	1.2446	0.8415	159	0.067
0	-128 m^2	0.9918	running	Eriq	0.1627 N	pig	798	440	0.6747	860	1079	-0.4868	-1.3436	758	-0.5872
3	1445 m^2	0.5108	golf	Fabrice, Andrew, Sam	1.2894 N	bird	1	1273	0.0129	1498	-460	1.0003	-1.3183	161	0.3959
3	1175 m^2	0.1741	golf	Reilly, Fabrice, Sam	-1.1545 N	cat	1117	1823	-0.129	1842	-302	-0.3147	0.9767	721	-0.289
3	1140 m^2	-0.9573	tennis	Fabrice, Sam, Andrew	0.5506 N	bird	1875	531	0.387	2290	-250	2.3537	0.7711	-602	0.0922
0	-139 m^2	0.8909	basketball	Eriq	0.9283 N	pig	1846	1030	-1.2774	829	2033	0.1582	1.6869	-5	1.2963
0	452 m^2	-0.3378	running	Eriq	0.6957 N	rat	-212	826	0.7599	-1446	478	0.2584	-1.1659	-1684	0.3742
2	207 m^2	0.5166	ice hockey	Chris, Vani	0.2086 N	N/A	-1047	1140	0.7559	635	-759	0.3017	-1.7591	1121	0.3036
1	18 m^2	-1.0894	soccer	inan	0.9372 N	fish	-151	-944	-0.6219	-632	-391	0.4881	1.731	-468	0.0461
2	1458 m^2	-0.3223	badminton	Tony	1.2125 N	dog	-42	-315	1.7823	-338	770	1.0611	0.3768	1122	0.1564
2	1373 m^2	0.3497	boxing	Chris, Vani, Tony	0.315 N	reptile	700	907	0.8218	528	841	0.6877	0.6805	1663	0.0092
3	321 m^2	0.2077	golf	Fabrice	-0.6847 N	cat	1081	936	1.2379	1177	737	0.8828	1.0212	189	0.0442
0	156 m^2	0.4259	football	Eriq	0.1266 N	pig	-288	1399	0.8121	127	1046	2.2076	1.0947	1409	0.3645
0	540 m^2	0.5842	basketball	Eriq	2.2465 N	pig	846	813	1.4154	585	1813	0.9657	-0.3124	473	0.4421
0	398 m^2	0.8603	basketball	Eriq	1.341 N	pig	696	2268	2.6207	1458	1101	1.0059	0.9371	549	0.3195
0	-1191 m^2	0.9751	running	Eriq	-0.0002 N	pig	-220	533	0.9938	234	1934	2.3703	-0.0658	1920	0.1693
2	666 m^2	0.5131	boxing	Lise, Tony, Vani	1.4157 N	guinea pig	790	1469	0.193	1247	1425	1.2649	-0.4359	-276	-0.2526
2	1881 m^2	1.0021	ice hockey	Vani, Tony, Chris	0.8048 N	guinea pig	309	1528	0.7775	1662	1286	1.3605	1.354	-900	-1.1291
0	1 m^2	0.8567	football	Eriq	1.4219 N	pig	1208	877	-0.526	-890	1635	1.3133	-0.1414	1400	0.9899
2	356 m^2	0.3911	volleyball	Andrew, Fabrice, Sam	0.1999 N	dog	-528	-507	0.389	871	-325	-0.3881	-0.3247	451	-1.3946
1	888 m^2	1.3729	track & field	Inan	0.7521 N	ferret	-271	-411	-0.2258	-124	-580	1.7879	1.1219	-359	0.0125
3	-5 m^2	0.1638	motor sports	Fabrice, Andrew, Reilly	-1.5097 N	cat	-1074	1888	0.5878	1182	?	1.7714	1.7955	1623	0.7107
3	306 m^2	0.4596	motor sports	Andrew, Sam	1.7812 N	bird	1006	1360	1.6225	-1125	1123	-0.5496	0.5174	1175	0.2303
0	168 m^2	0.0194	running	Eriq	-0.6687 N	pig	460	1077	0.9714	-786	1153	1.2339	0.5226	-806	0.2089
2	1435 m^2	-0.4301	volleyball	Lise, Tony, Chris	-0.5122 N	reptile	-406	-689	0.6181	948	1295	0.1538	-0.522	975	0.4977
2	1335 m^2	0.9821	boxing	Chris, Vani	1.0743 N	reptile	1642	1331	-0.4999	-199	1594	1.6307	0.3745	1617	0.9401
3	1053 m^2	-0.069	tennis	Reilly	0.3213 N	bird	2964	2080	0.5943	-275	-436	-0.3171	-0.5108	2246	-0.0598
0	291 m^2	-0.905	baseball	Eriq	0.9977 N	pig	1879	417	0.0194	684	1585	0.318	-0.008	896	0.6039
2	167 m^2	-0.4259	badminton	Tony	0.125 N	guinea pig	-278	53	0.8401	647	-350	0.346	-0.6676	-133	0.2427
2	1387 m^2	-0.762	badminton	Tony, Chris, Lise	0.0764 N	dog	77	334	-0.005	878	328	2.0165	0.7325	1301	0.1307
2	1909 m^2	0.7943	boxing	Tony, Vani	0.3314 N	reptile	965	-1433	-0.6861	838	-567	0.3308	-0.4712	-503	-0.1438
2	1726 m^2	0.24	volleyball	Eriq	0.4234 N	reptile	-498	-424	0.1696	-114	-857	0.376	0.0247	636	0.3265
2	552 m^2	0.1699	track & field	Vani, Tony	0.137 N	dog	2360	-220	0.8095	-627	414	0.9281	0.7529	1374	0.0862
0	645 m^2	-0.0649	baseball	Eriq	0.443 N	pig	234	-222	0.4248	-315	675	0.7238	1.4255	501	0.0942
2	193 m^2	-0.5536	boxing	Tony	0.7227 N	GUINEA PIG	-1708	935	0.401	1238	1293	0.5312	-0.7318	-854	-0.0543
